ID,dados_hist_ONS_19312018,sub,id_prevs_2018,bacia_name,PREVS_ONS_OUT,,prod,mais_running,posto_id,sar_ana_posto_id,sar_ana_posto_id_bkp,usina_id_vazao_natural_history,mais_calculated,,,,,bacia_name_ena,ID_vazao_Previvaz_2018_ALEX,Previvaz_ID,nome_Previvaz_2018_ALEX,volume_name_history,reservatorio_amontante,postos_amontante,,,id_prevs_2018,bacia_name_gab,ree,,,usina_name,usina_name_historical,usina_name_bdo,,,lat,lon,"lat,lon – quantum",Nome – quantum,Nome – Rio – quantum,Incremental,artificial,calculated,soma incre,ID,NOME,NOME ABREVIADO,RESERVATORIO,RIO,BACIA,SUBSISTEMA,REE,CIDADE,SITUAÇÃO,TIPO DE SÉRIE,ALGORITMO,calculado,expension,FÓRMULA,USA CHUVA-VAZÃO?,PRODUTIBILIDADE,
248,B. COQUEIROS (248),SE,B. COQUEIROS,paranaiba,248,,0.3347,248,248,19029,19029,248,,,,,,paranaiba,248,248,B. COQUEIROS,,247,247,,,248,Paranaiba,10,,,b. coqueiros,b.coqueiros,B.COQUEIROS,,,-18.72111111,-51.00444444,"-18.72111111,-51.00444444",UHE Barra dos Coqueiros,UHE Barra dos Coqueiros (Rio Claro),0,0,0,,248,Barra dos Coqueiros,B. COQUEIROS,B.COQUEIROS,Claro,Paranaíba,SE,Parana,CachoeiraAlta-GO,Operação,Natural,Regredido,,,,,0.3347,
249,OURINHOS (249),SE,OURINHOS,paranapanema,249,,0.0944,249,249,19051,19051,249,,,,,,paranapanema,249,249,OURINHOS,,49,49,,,249,Paranapanema,12,,,ourinhos,ourinhos,OURINHOS,,,-23.06777778,-49.83750000,"-23.06777778,-49.83750000",UHE Ourinhos,UHE Ourinhos (Rio Paranapanema),0,0,0,,249,Ourinhos,OURINHOS,OURINHOS,Paranapanema,Paranapanema,SE,Paranapanema,Ourinhos-SP,Operação,Natural,Regredido,,,,,0.0944,
251,SA FACAO (251),SE,SERRA FACAO,paranaiba,251,,0.6429,251,251,19016,19016,251,,,,,,paranaiba,251,251,SERRA FACAO,s.do facão,22,22,,,251,Paranaiba,10,,,serra do facão,s.do facão,S.DO FACÃO,,,-18.04555556,-47.67555556,"-18.04555556,-47.67555556",UHE Serra do Facão,UHE Serra do Facão (Rio São Marcos),0,0,0,,251,Serra do Facão,SERRA FACAO,S.DO FACÃO,São Marcos,Paranaíba,SE,Parana,Catalao-GO,Operação,Natural,Regredido,,,,,0.6429,
252,,SE,ITIQUIRA II,paraguai,252,,1.2441,,,,,,,,,,,paraguai,252,252,ITIQUIRA II,,,259,,,252,Paraguai,1,,,itiquira ii,itiquira ii,ITIQUIRA II,,,-17.08166667,-54.90250000,"-17.08166667,-54.90250000",UHE Itiquira II,UHE Itiquira II (Rio Itiquira),0,0,0,,252,Itiquira 2,ITIQUIRA II,ITIQUIRA II,Itiquira,Paraguai,SE,Sudeste,Itiquira-MT,Expansão,Natural,Regredido,,1,vazoes(252) = vazoes(259),,,1.2441
253,SAO SALVADOR (253),SE,SÃO SALVADOR,tocantins,253,,0.2117,253,253,19130,19130,253,,,,,,tocantins,253,253,SÃO SALVADOR,,270,191,,,253,Tocantins,1,,,são salvador,sao salvador,SAO SALVADOR,,,-12.83472222,-48.22472222,"-12.83472222,-48.22472222",UHE São Salvador,UHE São Salvador (Rio Tocantins),0,0,0,,253,São Salvador,SAO SALVADOR,SAO SALVADOR,Tocantins,Tocantins,SE,Sudeste,SaoSalvadordoTocantins-TO,Operação,Natural,Regredido,,,,,0.2117,
254,P. CAVALO (254),NE,PEDRA DO CAVALO,paraguacu,254,,0.9235,254,254,19117,19117,254,,,,,,paraguacu,254,254,PEDRA DO CAVALO,pedra do cavalo,,,,,254,Paraguacu,3,,,pedra do cavalo,pedra do cavalo,PEDRA DO CAVALO,,,-12.5825000,-39.00194444,"-12.58250000,-39.00194444",UHE Pedra do Cavalo,UHE Pedra do Cavalo (Rio Paraguaçu),0,0,0,,254,Pedra do Cavalo,P. CAVALO,PEDRA DO CAVALO,Paraguaçu,Paraguaçu,NE,Nordeste,GovernadorMangabeira-BA,Operação,Natural,Vazão obs.,,,,N,0.9235,
255,IRAPE (255),SE,IRAPÉ,jequitinhonha,255,,1.4926,255,255,19115,19115,255,,,,,,jequitinhonha,255,255,IRAPÉ,irape,,,,,255,Jequitinhonha,1,,,irapé,irape,IRAPE,,,-16.73583333,-42.57555556,"-16.73583333,-42.57555556",UHE Irapé,UHE Irapé (Rio Jequitinhonha),0,0,0,,255,Irapé,IRAPE,IRAPE,Jequitinhonha,Jequitinhonha,SE,Sudeste,Cristalia-MG,Operação,Natural,Vazão obs.,,,,N,1.4926,
257,PEIXE ANGIC (257),SE,PEIXE ANGICAL,tocantins,257,,0.2414,257,257,19131,19131,257,,,,,,tocantins,257,257,PEIXE ANGICAL,peixe angical,270,253,,,257,Tocantins,1,,,peixe angical,peixe angical,PEIXE ANGICAL,,,-12.23750000,-48.38305556,"-12.23750000,-48.38305556",UHE Peixe Angical,UHE Peixe Angical (Rio Tocantins),0,0,0,,257,Peixe Angical,PEIXE ANGIC,PEIXE ANGICAL,Tocantins,Tocantins,SE,Sudeste,SaoSalvadordoTocantins-TO,Operação,Natural,Vazão obs.,,,,N,0.2414,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258,Murta,,(só aparece em VAZOES.DAT),Jequitinhonha,Jequitinhonha,SE,Sudeste,CoronelMurta-MG,Expansão,Natural,,,,,,,
259,ITIQUIRA I (259),SE,ITIQUIRA I,paraguai,259,,0.7642,259,259,19087,19087,259,,,,,,paraguai,259,259,ITIQUIRA I,,,,,,259,Paraguai,1,,,itiquira i,itiquira i,ITIQUIRA I,,,-17.08361111,-54.87555556,"-17.08361111,-54.87555556",UHE Itiquira I,UHE Itiquira I (Rio Itiquira),0,0,0,,259,Itiquira 1,ITIQUIRA I,ITIQUIRA I,Itiquira,Paraguai,SE,Sudeste,Itiquira-MT,Operação,Natural,Vazão obs.,,,,N,0.7642,
261,FOZ DO RIO CLARO (261),SE,FOZ DO RIO CLARO,paranaiba,261,,0.2480,261,261,19030,19030,261,,,,,,paranaiba,261,261,FOZ DO RIO CLARO,,247,248,,,261,Paranaiba,10,,,foz do rio claro,foz do rio claro,FOZ DO RIO CLARO,,,-19.11916667,-50.64305556,"-19.11916667,-50.64305556",UHE Foz do Rio Claro,UHE Foz do Rio Claro (Rio Claro),0,0,0,,261,Foz do Rio Claro (Engenheiro José Luiz Muller de Godoy Pereira),FOZ R. CLARO,FOZ DO RIO CLARO,Claro,Paranaíba,SE,Parana,SaoSimao-GO,Operação,Natural,Regredido,,,,,248,
262,GUILMAN-AMOR (262),SE,GUILMAN,doce,262,,1.0242,262,262,19105,19105,262,,,,,,doce,262,262,GUILMAN,,,,,,262,Doce,1,,,guilman,guilm. amorim,GUILM. AMORIM,,,-19.70750000,-42.96111111,"-19.70750000,-42.96111111",UHE Guilman Amorim,UHE Guilman Amorim (Rio Piracicaba),0,0,0,,262,Guilman-Amorim,GUILMAN-AMOR,GUILM. AMORIM,Piracicaba,Doce,SE,Sudeste,AntonioDias-MG,Operação,Natural,Regredido,,,,,1.0242,
263,P. ESTRELA (263),SE,PORTO ESTRELA,doce,263,,0.4242,263,263,19108,19108,263,,,,,,doce,263,263,PORTO ESTRELA,porto estrela,,134,,,263,Doce,1,,,porto estrela,porto estrela,PORTO ESTRELA,,,-19.11472222,-42.66305556,"-19.11472222,-42.66305556",UHE Porto Estrela,UHE Porto Estrela (Rio Santo Antônio),0,0,0,,263,Porto Estrela,P. ESTRELA,PORTO ESTRELA,Santo Antônio,Doce,SE,Sudeste,Braunas-MG,Operação,Natural,Regredido,,,,,0.4242,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265,Traíra 2 - expansão,,(só aparece em VAZOES.DAT),Suaçuí Grande,Doce,SE,Sudeste,Pecanha-MG,Expansão,Natural,,,,,,,
266,ITAIPU (266),SE,ITAIPU NAT.,baixo parana,266,,0.0,266,266,19058,19058,266,,,,,,parana,266,,,,61_243_34,63_246,,,266,Parana,5,,,itaipu nat.,itaipu,ITAIPU,,,-25.40472222,-54.58833333,"-25.40472222,-54.58833333",UHE Itaipu,UHE Itaipu (Rio Paraná),1,0,0,,266,Itaipu,,,Paraná,Paraná,SE,Itaipu,FozdoIguacu-PR,Operação,Natural,Vazão obs.,,,,S,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267,Baú 1,,(só aparece em VAZOES.DAT),Doce,Doce,SE,Sudeste,RioDoce-MG,Expansão,Natural,,,,,,,
269,BALBINA (269),N,BALBINA,amazonas,269,,0.2048,,269,19141,19141,,,,,,,amazonas,269,269,BALBINA,balbina,,,,,269,amazon,9,,,balbina,balbina,BALBINA,,,-1.91361111,-59.47388889,"-1.91361111,-59.47388889",UHE Balbina,UHE Balbina (Rio Uatumã),0,0,0,,269,Balbina,BALBINA,BALBINA,Uatumã,Amazonas,N,Amazonas,PresidenteFigueiredo-AM,Operação,Natural,Vazão obs.,,,,N,0.2048,
270,SA MESA (270),SE,SERRA DA MESA,tocantins,270,,1.0315,270,270,19128,19128,270,,,,,,tocantins,270,270,SERRA DA MESA,serra da mesa,,,,,270,Tocantins,1,,,serra da mesa,serra da mesa,SERRA DA MESA,,,-13.83416667,-48.30583333,"-13.83416667,-48.30583333",UHE Serra da Mesa,UHE Serra da Mesa (Rio Tocantins),0,0,0,,270,Serra da Mesa,SERRA MESA,SERRA DA MESA,Tocantins,Tocantins,SE,Sudeste,Minacu-GO,Operação,Natural,Vazão obs.,,,,N,1.0315,
271,ESTREITO TOCANTINS (271),N,ESTREITO TOC,tocantins,271,,0.2004,271,271,19133,19133,271,,,,,,tocantins,271,271,ESTREITO TOC,,257,273,,,271,Tocantins,4,,,estreito toc,,,,,-6.58861111,-47.46388889,"-6.58861111,-47.46388889",UHE Estreito TO,UHE Estreito TO (Rio Tocantins),0,0,0,,271,Estreito Tocantins,ESTREITO TOC,ESTREITO,Tocantins,Tocantins,N,Norte,Estreito-MA,Operação,Natural,Vazão obs.,,,,N,0.2004,
273,LAJEADO (273),SE,LAJEADO,tocantins,273,,0.3248,273,273,19132,19132,273,,,,,,tocantins,273,273,LAJEADO,,257,257,,,273,Tocantins,1,,,lajeado,lajeado,LAJEADO,,,-9.75638889,-48.37416667,"-9.75638889,-48.37416667",UHE Lajeado,UHE Lajeado (Rio Tocantins),0,0,0,,273,Lajeado (Luís Eduardo Magalhães),LAJEADO,LAJEADO,Tocantins,Tocantins,SE,Sudeste,SaoSalvadordoTocantins-TO,Operação,Natural,Regredido,,,,,0.3248,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274,Serra Quebrada - expansão,,(só aparece em VAZOES.DAT),Tocantins,Tocantins,N,Norte,Itaguatins-TO,Expansão,Natural,,,,,,,
275,TUCURUI (275),N,TUCURUI     ,tocantins,275,,0.5482,275,275,19134,19134,275,,,,,,tocantins,275,275,TUCURUI     ,tucurui,257,271,,,275,Tocantins,4,,,tucurui     ,tucurui,TUCURUI,,,-3.83416667,-49.64527778,"-3.83416667,-49.64527778",UHE Tucuruí,UHE Tucuruí (Rio Tocantins),0,0,0,,275,Tucuruí,TUCURUI,TUCURUI,Tocantins,Tocantins,N,Norte,Tucurui-PA,Operação,Natural,Vazão obs.,,,,N,0.5748,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276,Santa Isabel,,(só aparece em VAZOES.DAT),Araguaia,Tocantins,N,Norte,Ananas-TO,Expansão,Natural,,,,,,,
277,CURUA-UNA (277),N,CURUA-UNA   ,amazonas,277,,0.1641,277,277,19139,19139,277,,,,,,amazonas,277,277,CURUA-UNA   ,curua-una,,,,,277,amazon,8,,,curua-una   ,curua-una,CURUA-UNA,,,-2.81611111,-54.30055556,"-2.81611111,-54.30055556",UHE Curuá-Una,UHE Curuá-Una (Rio Curuá-Una),0,0,0,,277,Curuá-Una,CURUA-UNA,CURUA-UNA,Curuá-Una,Amazonas,N,BeloMonte,Santarem-PA,Operação,Natural,Vazão obs.,,,,N,0.1641,
278,MANSO (278),SE,MANSO,paraguai,278,,0.5145,278,278,19086,19086,278,,,,,,paraguai,278,278,MANSO,manso,,,,,278,Paraguai,1,,,manso,manso,MANSO,,,-14.87138889,-55.78361111,"-14.87138889,-55.78361111",UHE Manso,UHE Manso (Rio Manso),0,0,0,,278,Manso,MANSO,MANSO,Manso,Paraguai,SE,Sudeste,NossaSenhoradoLivramento-MT,Operação,Natural,Vazão obs.,,,,N,0.5145,
279,SAMUEL (279),SE,SAMUEL,amazonas,279,,0.2505,279,279,19137,19137,279,,,,,,amazonas,279,279,SAMUEL,samuel,,,,,279,amazon,6,,,samuel,samuel,SAMUEL,,,-8.75194444,-63.45416667,"-8.75194444,-63.45416667",UHE Samuel,UHE Samuel (Rio Jamari),0,0,0,,279,Samuel,SAMUEL,SAMUEL,Jamari,Amazonas,SE,Madeira,SaoMigueldoGuapore-RO,Operação,Natural,Vazão obs.,,,,N,0.2505,
280,COARACY NUN. (280),N,COARACY NUNES,araguari,280,,0.1794,,280,19144,19144,280,,,,,,araguari,280,280,COARACY NUNES,,,204,,,280,amazon,9,,,coaracy nunes,coaracy nunes,COARACY NUNES,,,0.91527778,-51.25944444,"0.91527778,-51.25944444",UHE Coaracy Nunes,UHE Coaracy Nunes (Rio Araguari (AP)),0,0,0,,280,Coaracy Nunes,COARACY NUNE,COARACY NUNES,Araguari,Araguari,N,Amazonas,FerreiraGomes-AP,Operação,Natural,Vazão obs.,,,,N,0.1794,
281,PONTE PEDRA (281),SE,P.PEDRA,paraguai,281,,2.2355,281,281,19088,19088,281,,,,,,paraguai,281,281,P.PEDRA,,,,,,281,Paraguai,1,,,p.pedra,ponte de pedra,PONTE DE PEDRA,,,-17.58638889,-54.90722222,"-17.58638889,-54.90722222",UHE Ponte de Pedra,UHE Ponte de Pedra (Rio Correntes),0,0,0,,281,Ponte de Pedra,PONTE PEDRA,PONTE DE PEDRA,Correntes,Paraguai,SE,Sudeste,ChapadaodoSul-MS,Operação,Natural,Vazão obs.,,,,N,2.2355,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282,Olho d'água,,(só aparece em VAZOES.DAT),Correntes,Paraguai,SE,Parana,Itaja-GO,Operação,Natural,,,,,,,
283,STA CLARA MG (283),SE,SANTA CLARA - MG,mucuri,283,,0.4584,283,283,19114,19114,283,,,,,,mucuri,283,283,SANTA CLARA - MG,,,,,,283,mucuri,1,,,santa clara - mg,sta.clara-mg,STA.CLARA-MG,,,-17.89583333,-41.20333333,"-17.89583333,-40.20333333",UHE Santa Clara MG,UHE Santa Clara MG (Rio Mucuri),0,0,0,,283,Santa Clara MG,STA CLARA MG,STA.CLARA-MG,Mucuri,Mucuri,SE,Sudeste,Mucuri-BA,Operação,Natural,Vazão obs.,,,,N,0.4584,
284,14 DE JULHO (284),S,14 DE JULHO,jacui,284,,0.3061,284,284,19083,19083,284,,,,,,jacui,284,284,14 DE JULHO,,,97,,,284,Jacui,2,,,14 de julho,14 de julho,14 DE JULHO,,,-29.06944444,-51.67527778,"-29.06944444,-51.67527778",UHE 14 de Julho,UHE 14 de Julho (Rio das Antas),0,0,0,,284,14 de Julho,14 DE JULHO,14 DE JULHO,Antas,Jacuí,S,Sul,Cotipora-RS,Operação,Natural,Regredido,,,,,0.3061,
285,JIRAU (285),SE,JIRAU,amazonas,285,,0.1551,285,285,19148,19148,285,,,,,,amazonas,285,285,JIRAU,,,,,,285,amazon,6,,,jirau,jirau,JIRAU,,,-9.26833333,-64.64861111,"-9.26833333,-64.64861111",UHE Jirau,UHE Jirau (Rio Madeira),0,0,0,,285,Jirau,JIRAU,JIRAU,Madeira,Amazonas,SE,Madeira,SaoMigueldoGuapore-RO,Expansão,Natural,Regredido,,,vazoes(285) = vazoes(287) * 0.985,,,0.1593
286,QUEBRA QUEIX (286),S,QUEBRA-QUEIXO,uruguai,286,,1.0522,286,286,19074,19074,286,,,,,,uruguai,286,286,QUEBRA-QUEIXO,quebra queixo,,,,,286,Uruguai,2,,,quebra-queixo,quebra queixo,QUEBRA QUEIXO,,,-26.6677777,-52.55472222,"-26.66777778,-52.55472222",UHE Quebra Queixo,UHE Quebra Queixo (Rio Chapecó),0,0,0,,286,Quebra Queixo,QUEBRA QUEIX,QUEBRA QUEIXO,Chapecó,Uruguai,S,Sul,Ipuacu-SC,Operação,Natural,Vazão obs.,,,,N,1.0522,
287,SANTO ANTONIO (MADEIRA) (287),SE,SANTO ANTONIO,amazonas,287,,0.1387,287,287,19135,19135,287,,,,,,amazonas,287,287,SANTO ANTONIO,santonio cm,,,,,287,amazon,6,,,santo antonio,santo antonio,SANTO ANTONIO,,,-8.80111111,-63.94972222,"-8.80111111,-63.94972222",UHE Santo Antônio,UHE Santo Antônio (Rio Madeira),0,0,0,,287,Santo Antônio,STO ANTONIO,SANTO ANTONIO,Madeira,Amazonas,SE,Madeira,SaoMigueldoGuapore-RO,Expansão,Natural,Vazão obs.,,,,N,0.1395,
288,PIMENTAL (288),N,PIMENTAL,xingu,288,,0.0,,,,,288,,,,,,,288,288,PIMENTAL,,,,,,288,amazon,8,,,pimental,pimental,PIMENTAL,,,-3.440279,-51.944201,,,,0,1,0,,288,Pimental,,PIMENTAL,Xingu,Amazonas,N,BeloMonte,VitoriadoXingu-PA,Expansão,Natural,Vazão obs.,,,,N,0.1163,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289,Itumirim - expansão,,(só aparece em VAZOES.DAT),Corrente,Paraguai,SE,Parana,Apore-GO,Expansão,Natural,,,,,,,
290,,N,SANTO ANTONIO DO JARI,amazonas,290,,0.2339,290,290,19151,19151,290,,,,,,amazonas,290,290,SANTO ANTONIO DO JARI,,,,,,290,amazon,9,,,santo ant. jari,sto antonio do jari,STO ANTONIO DO JARI,,,-0.86750000,-52.40555556,"-0.86750000,-52.40555556",UHE Santo Antônio do Jari,UHE Santo Antônio do Jari (Rio Jari),0,0,0,,290,Santo Antônio do Jari,STO ANT JARI,STO ANTONIO DO JARI,Jari,Amazonas,N,Amazonas,LaranjaldoJari-AP,Expansão,Natural,Vazão obs.,,,,N,0.2339,
291,STO ANT JARI (290),SE,DARDANELOS,amazonas,291,,0.8689,291,291,19145,19145,291,,,,,,amazonas,291,291,DARDANELOS,,,,,,291,amazon,6,,,dardanelos,dardanelos,DARDANELOS,,,-10.16305556,-59.46361111,"-10.16305556,-59.46361111",UHE Dardanelos,UHE Dardanelos (Rio Aripuanã),0,0,0,,291,Dardanelos,DARDANELOS,DARDANELOS,Aripuanã,Amazonas,SE,Madeira,Araputanga-MT,Operação,Natural,Vazão obs.,,,,N,0.8689,
292,DARDANELOS (291),N,BELO MONTE ART,,,,0.8032,,,,,,,,,,,,,292,BELO MONTE ART,,,,,,292,,,,,,,,,,,,,,,0,1,0,,292,Belo Monte Principal - artificial,BELO MONTE,BELO MONTE,Xingu,Amazonas,N,BeloMonte,VitoriadoXingu-PA,Expansão,Artificial,,,,"292 = Se vaz(288) < vaz mês hidrog B então = 0; Se vaz(288) > vaz mês hidrog B + 13.900 m³/s então = 13.900 m³/s; Caso contrário, vaz(288) - vaz mês hidrog B",,0.8032,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293,Belo Monte Jusante,,(só aparece em VAZOES.DAT),Xingu,Amazonas,N,BeloMonte,VitoriadoXingu-PA,Expansão,Artificial,,,,,,,
294,SALTO (294),SE,SALTO,paranaiba,294,,0.4492,294,294,19031,19031,294,,,,,,paranaiba,294,294,SALTO,,,,,,294,Paranaiba,10,,,salto,salto,SALTO,,,-18.80750000,-51.17111111,"-18.80750000,-51.17111111",UHE Salto,UHE Salto (Rio Verde),,0,0,,294,Salto,SALTO,SALTO,Verde,Paranaíba,SE,Parana,Itaruma-GO,Operação,Natural,Vazão obs.,,,,N,0.4492,
295,JAURU (295),SE,JAURU,paraguai,295,,0.9182,295,295,19089,19089,295,,,,,,paraguai,295,295,JAURU,,,,,,295,Paraguai,1,,,jauru,jauru,JAURU,,,-15.24083333,-58.73111111,"-15.24083333,-58.73111111",UHE Jauru,UHE Jauru (Rio Jauru),0,0,0,,295,Jauru,JAURU,JAURU,Jauru,Paraguai,SE,Sudeste,Araputanga-MT,Operação,Natural,Vazão obs.,,,,N,0.9182,
296,GUAPORE (296),SE,GUAPORÉ,amazonas,296,,1.4108,296,296,19136,19136,296,,,,,,amazonas,296,296,GUAPORÉ,,,,,,296,amazon,6,,,guaporé,guapore,GUAPORE,,,-15.1216666,-58.96416667,"-15.12166667,-58.96416667",UHE Guaporé,UHE Guaporé (Rio Guaporé),0,0,0,,296,Guaporé,GUAPORE,GUAPORE,Guaporé,Amazonas,SE,Madeira,SaoMigueldoGuapore-RO,Operação,Natural,Vazão obs.,,,,N,1.4108,
297,FEIRA GOMES (297),N,FERREIRA GOMES,araguari,297,,0.1611,,297,19146,19146,297,,,,,,araguari,297,297,FERREIRA GOMES,,,280,,,297,amazon,9,,,ferreira gomes,ferreira gomes,FERREIRA GOMES,,,0.85566667,-51.19683333,"0.85566667,-51.19683333",UHE Ferreira Gomes,UHE Ferreira Gomes (Rio Araguari (AP)),0,0,0,,297,Ferreira Gomes,FERREIRA GOM,FERREIRA GOMES,Araguari,Araguari,N,Amazonas,FerreiraGomes-AP,Expansão,Natural,Regredido,,,,,0.1611,
,,,BOMB. STA CECÍLIA,,,,,,,,,,,,,,,,,,,,,,,,298,,,,,,,,,,,,,,,,1,0,,298,Santa Cecília Bombeamento - artificial,,(só aparece em VAZOES.DAT),Paraíba do Sul,Paraíba do Sul,SE,Sudeste,Pirai-RJ,Operação,Artificial,,,,298 = Se vaz(125) ≤ 190 m³/s então = [vaz(125) x 119 m³/s] / 190 m³/s Se 190 m³/s < vaz(125) ≤ 209 m³/s então = 119 m³/s Se 209 m³/s ≤ vaz(125) ≤ 250 m³/s então = vaz(125) – 90 m³/s Se vaz(125) < 250 m³/s então = 160 m³/s,,,
299,,SE,ILHA POMBOS ART.,,,,0.2588,,,,,,,,,,,,,299,ILHA POMBOS,,,,,,299,,,,,,,,,,,,,,,,1,0,,299,Ilha dos Pombos - artificial,ILHA POMBOS,(só aparece em VAZOES.DAT),Paraíba do Sul,Paraíba do Sul,SE,Sudeste,Pirai-RJ,Operação,Artificial,,,,299 = vaz(130) – vaz(298) – vaz(203) + vaz(304),,0.2588,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,Posto Nulo,,,Não_definido,,,,,Operação,Natural,,,,,,,
301,,SE,,alto tiete,301,,0.0,,,,,,,,,,,tiete,301,,,,,,,,,Tiete,1,,,billings antiga,,,,,,,,,,,0,0,,301,Billings Antiga,,(só aparece em VAZOES.DAT),Pinheiros,Tietê,SE,Sudeste,SaoPaulo-SP,Operação,Artificial,Regredido,,,vazoes(301) = vazoes(118),,,
302,,N,PIMENTAL_ART,,,,0.1163,,,,,,,,,,,,,302,PIMENTAL_ART,,,,,,302,,,,,,,,,,,,,,,,1,0,,302,Belo Monte Complementar - artificial,PIMENTAL,(só aparece em VAZOES.DAT),Xingu,Amazonas,N,BeloMonte,VitoriadoXingu-PA,Expansão,Artificial,,,,302 = vaz(288) – vaz(292),,0,
303,,SE,FONTES,,,,2.5295,,,,,,,,,,,,,303,FONTES,,,,,,303,,,,,,,,,,-22.69111111,-43.86277778,"-22.69111111,-43.86277778",UHE Fontes Nova,UHE Fontes Nova (Rio Ribeirão das Lajes),,1,0,,303,Fontes Novas - artificial,FONTES,FONTES,Ribeirão das Lajes,Paraíba do Sul,SE,Sudeste,Pirai-RJ,Operação,Artificial,Regredido*,,,"if vazoes(132)>=17; vazoes(303) = 17 + min(vazoes(316) - vazoes(131), 34); else; vazoes(303) = vazoes(132); end",,2.5295,
,,,VERT. SANTANA,,,,,,,,,,,,,,,,,,,,,,,,304,,,,,,,,,,,,,,,,1,0,,304,Santana Vertimento - artificial,,(só aparece em VAZOES.DAT),Piraí,Paraíba do Sul,SE,Sudeste,Pirai-RJ,Operação,Artificial,,,,304 = vaz(315) – vaz(316),,,
306,,SE,PEREIRA PASSOS,,,,0.3140,,,,,,,,,,,,,306,PEREIRA PASSOS,,,,,,306,,,,,,,,,,,,,,,,1,0,,306,Pereira Passos - artificial,P. PASSOS,PEREIRA PASSOS,Ribeirão das Lajes,Paraíba do Sul,SE,Sudeste,Pirai-RJ,Operação,Artificial,Regredido*,,,306 = vaz(303) + vaz(131) ,,314,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313,Itaguaçu,,(só aparece em VAZOES.DAT),Claro,Paranaíba,SE,Parana,Cacu-GO,Expansão,Natural,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,Itaocara I - artificial,,(só aparece em VAZOES.DAT),Paraíba do Sul,Paraíba do Sul,SE,Sudeste,Aperibe-RJ,Operação,Artificial,,,,314 = vaz(199) – vaz(298) – vaz(203) + vaz(304),,,
,,,SANTANA ART.,,,,,,,,,,,,,,,,,,,,,,,,315,,,,,,,,,,,,,,,,1,0,,315,Santana - artificial,,(só aparece em VAZOES.DAT),Ribeirão das Lajes,Paraíba do Sul,SE,Sudeste,Pirai-RJ,Operação,Artificial,,,,315 = (vaz(203) – vaz(201)) + vaz(317) + vaz(298) ,,,
,,,VIGÁRIO,,,,,,,,,,,,,,,,,,,,,,,,316,,,,,,,,,,-22.62933333,-43.89566667,"-22.62933333,-43.89566667",RES Vigário,RES Vigário (Rio Piraí),,1,0,,316,Vigário - artificial - usina elevatória,,(só aparece em VAZOES.DAT),Ribeirão das Lajes,Paraíba do Sul,SE,Sudeste,Pirai-RJ,Operação,Artificial,,,,"316 = min(vaz(315),190)", 190 m³/s),,
317,,SE,VERT. TOCOS,,,,,,,,,,,,,,,,,,,,,,,,317,,,,,,,,,,,,,,,,0,0,,317,Tocos Vertimento - artificial,,(só aparece em VAZOES.DAT),Piraí,Paraíba do Sul,SE,Sudeste,Pirai-RJ,Operação,Artificial,,,,317 = max[ 0, (vaz(201) – 25 m³/s)],,
318,,SE,H.BORDEN,,,,5.6537,,,,,,,,,,,,,318,H.BORDEN,,,,,,318,,,,,,,,,,,,,,,,1,0,,318,Henry Borden - artificial,HENRY BORDEN,HENRY BORRDEN,Cubatão,Tietê,SE,Sudeste,SaoPaulo-SP,Operação,Artificial,,,,vazoes(318) = vazoes(116) + 0.1*(vazoes(161) - vazoes(117) - vazoes(118)) + vazoes(117) + vazoes(118),,5.6537,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319,Billings - artificial,BILLINGS,(só aparece em VAZOES.DAT),Pinheiros,Tietê,SE,Sudeste,SaoPaulo-SP,Operação,Artificial,,,,"319 = vaz(117) + vaz(118) + 0,1 x [vaz(161) – vaz(117) – vaz(118)]",,,
320,,SE,,alto tiete,320,,0.0,,,,,,,,,,,tiete,320,,,,,,,,,Tiete,1,,,billings + pedras 2,,,,,,,,,,,0,0,,320,Billings Antiga,,(só aparece em VAZOES.DAT),Pinheiros,Tietê,SE,Sudeste,SaoPaulo-SP,Operação,Artificial,Regredido,,,vazoes(320) = vazoes(119),,,
